                 cnd  |                root  |      Central Neutron Detector  |                              0*cm 0*cm 137.055*cm  |                     180*deg 0*deg 0*deg  | 33bb99   |            Polycone  |0.0*deg 360*deg 5*counts 89.75*cm 28.95*cm 28.95*cm 28.95*cm 35.56*cm 111.42*cm 39.56*cm 38.56*cm 38.56*cm 38.56*cm -129.992*cm -43.162*cm -43.052*cm 35.5104*cm 43.052*cm  |              G4_AIR  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
   CND_S6_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 6, L 3, U-Turn 1  |      36.38602641242*cm 4.79031125448*cm 38.174*cm  |                 270*deg 262.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 6 layer manual 3 u-turn manual 1 
   CND_S7_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 7, L 1, U-Turn 1  |     30.23906827190*cm -3.98104886271*cm 30.518*cm  |                 270*deg 277.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 7 layer manual 1 u-turn manual 1 
   CND_S7_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 7, L 2, U-Turn 1  |     33.31254734216*cm -4.38568005859*cm 34.746*cm  |                 270*deg 277.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 7 layer manual 2 u-turn manual 1 
   CND_S7_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 7, L 3, U-Turn 1  |     36.38602641242*cm -4.79031125448*cm 38.174*cm  |                 270*deg 277.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 7 layer manual 3 u-turn manual 1 
   CND_S8_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 8, L 1, U-Turn 1  |    28.17832574159*cm -11.67184468714*cm 30.518*cm  |                 270*deg 292.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 8 layer manual 1 u-turn manual 1 
   CND_S8_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 8, L 2, U-Turn 1  |    31.04235229238*cm -12.85816332747*cm 34.746*cm  |                 270*deg 292.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 8 layer manual 2 u-turn manual 1 
   CND_S8_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 8, L 3, U-Turn 1  |    33.90637884316*cm -14.04448196780*cm 38.174*cm  |                 270*deg 292.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 8 layer manual 3 u-turn manual 1 
   CND_S9_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 9, L 1, U-Turn 1  |    24.19727687888*cm -18.56722358477*cm 30.518*cm  |                 270*deg 307.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 9 layer manual 1 u-turn manual 1 
   CND_S9_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 9, L 2, U-Turn 1  |    26.65667223379*cm -20.45438401469*cm 34.746*cm  |                 270*deg 307.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 9 layer manual 2 u-turn manual 1 
   CND_S9_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 9, L 3, U-Turn 1  |    29.11606758869*cm -22.34154444462*cm 38.174*cm  |                 270*deg 307.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 9 layer manual 3 u-turn manual 1 
  CND_S10_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 10, L 1, U-Turn 1  |    18.56722358477*cm -24.19727687888*cm 30.518*cm  |                 270*deg 322.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 10 layer manual 1 u-turn manual 1 
  CND_S10_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 10, L 2, U-Turn 1  |    20.45438401469*cm -26.65667223379*cm 34.746*cm  |                 270*deg 322.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 10 layer manual 2 u-turn manual 1 
  CND_S10_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 10, L 3, U-Turn 1  |    22.34154444462*cm -29.11606758869*cm 38.174*cm  |                 270*deg 322.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 10 layer manual 3 u-turn manual 1 
  CND_S11_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 11, L 1, U-Turn 1  |    11.67184468714*cm -28.17832574159*cm 30.518*cm  |                 270*deg 337.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 11 layer manual 1 u-turn manual 1 
  CND_S11_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 11, L 2, U-Turn 1  |    12.85816332747*cm -31.04235229238*cm 34.746*cm  |                 270*deg 337.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 11 layer manual 2 u-turn manual 1 
  CND_S11_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 11, L 3, U-Turn 1  |    14.04448196780*cm -33.90637884316*cm 38.174*cm  |                 270*deg 337.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 11 layer manual 3 u-turn manual 1 
  CND_S12_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 12, L 1, U-Turn 1  |     3.98104886271*cm -30.23906827190*cm 30.518*cm  |                 270*deg 352.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 12 layer manual 1 u-turn manual 1 
  CND_S12_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 12, L 2, U-Turn 1  |     4.38568005859*cm -33.31254734216*cm 34.746*cm  |                 270*deg 352.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 12 layer manual 2 u-turn manual 1 
  CND_S12_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 12, L 3, U-Turn 1  |     4.79031125448*cm -36.38602641242*cm 38.174*cm  |                 270*deg 352.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 12 layer manual 3 u-turn manual 1 
  CND_S13_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 13, L 1, U-Turn 1  |    -3.98104886271*cm -30.23906827190*cm 30.518*cm  |                 270*deg 367.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 13 layer manual 1 u-turn manual 1 
  CND_S13_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 13, L 2, U-Turn 1  |    -4.38568005859*cm -33.31254734216*cm 34.746*cm  |                 270*deg 367.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 13 layer manual 2 u-turn manual 1 
  CND_S13_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 13, L 3, U-Turn 1  |    -4.79031125448*cm -36.38602641242*cm 38.174*cm  |                 270*deg 367.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 13 layer manual 3 u-turn manual 1 
  CND_S14_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 14, L 1, U-Turn 1  |   -11.67184468714*cm -28.17832574159*cm 30.518*cm  |                 270*deg 382.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 14 layer manual 1 u-turn manual 1 
  CND_S14_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 14, L 2, U-Turn 1  |   -12.85816332747*cm -31.04235229238*cm 34.746*cm  |                 270*deg 382.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 14 layer manual 2 u-turn manual 1 
  CND_S14_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 14, L 3, U-Turn 1  |   -14.04448196780*cm -33.90637884316*cm 38.174*cm  |                 270*deg 382.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 14 layer manual 3 u-turn manual 1 
  CND_S15_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 15, L 1, U-Turn 1  |   -18.56722358477*cm -24.19727687888*cm 30.518*cm  |                 270*deg 397.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 15 layer manual 1 u-turn manual 1 
  CND_S15_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 15, L 2, U-Turn 1  |   -20.45438401469*cm -26.65667223379*cm 34.746*cm  |                 270*deg 397.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 15 layer manual 2 u-turn manual 1 
  CND_S15_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 15, L 3, U-Turn 1  |   -22.34154444462*cm -29.11606758869*cm 38.174*cm  |                 270*deg 397.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 15 layer manual 3 u-turn manual 1 
  CND_S16_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 16, L 1, U-Turn 1  |   -24.19727687888*cm -18.56722358477*cm 30.518*cm  |                 270*deg 412.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 16 layer manual 1 u-turn manual 1 
  CND_S16_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 16, L 2, U-Turn 1  |   -26.65667223379*cm -20.45438401469*cm 34.746*cm  |                 270*deg 412.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 16 layer manual 2 u-turn manual 1 
  CND_S16_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 16, L 3, U-Turn 1  |   -29.11606758869*cm -22.34154444462*cm 38.174*cm  |                 270*deg 412.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 16 layer manual 3 u-turn manual 1 
  CND_S17_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 17, L 1, U-Turn 1  |   -28.17832574159*cm -11.67184468714*cm 30.518*cm  |                 270*deg 427.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 17 layer manual 1 u-turn manual 1 
  CND_S17_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 17, L 2, U-Turn 1  |   -31.04235229238*cm -12.85816332747*cm 34.746*cm  |                 270*deg 427.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 17 layer manual 2 u-turn manual 1 
  CND_S17_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 17, L 3, U-Turn 1  |   -33.90637884316*cm -14.04448196780*cm 38.174*cm  |                 270*deg 427.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 17 layer manual 3 u-turn manual 1 
  CND_S18_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 18, L 1, U-Turn 1  |    -30.23906827190*cm -3.98104886271*cm 30.518*cm  |                 270*deg 442.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 18 layer manual 1 u-turn manual 1 
  CND_S18_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 18, L 2, U-Turn 1  |    -33.31254734216*cm -4.38568005859*cm 34.746*cm  |                 270*deg 442.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 18 layer manual 2 u-turn manual 1 
  CND_S18_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 18, L 3, U-Turn 1  |    -36.38602641242*cm -4.79031125448*cm 38.174*cm  |                 270*deg 442.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 18 layer manual 3 u-turn manual 1 
  CND_S19_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 19, L 1, U-Turn 1  |     -30.23906827190*cm 3.98104886271*cm 30.518*cm  |                 270*deg 457.5*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 19 layer manual 1 u-turn manual 1 
