1  1  -2.47478  -6.38703  -9.5492  6.87164  85.4736  75.5877  -7.58295  0.5793  6
1  2  -2.5084  -5.71089  -8.3906  7.4988  86.1008  75.5877  -7.58295  0.5793  6
1  3  -2.50473  -6.38388  -7.232  7.43037  86.0324  75.5877  -7.58295  0.5793  6
1  4  -2.53834  -5.70775  -6.0734  8.05753  86.6595  75.5877  -7.58295  0.5793  6
1  5  -2.53468  -6.38073  -4.9148  7.9891  86.5911  75.5877  -7.58295  0.5793  6
1  6  -2.56829  -5.7046  -3.7562  8.61626  87.2183  75.5877  -7.58295  0.5793  6
1  7  -2.56462  -6.37759  -2.5976  8.54783  87.1498  75.5877  -7.58295  0.5793  6
1  8  -2.59824  -5.70145  -1.439  9.17499  87.777  75.5877  -7.58295  0.5793  6
2  1  2.60043  -6.78787  1.061  7.38416  89.6497  79.1107  7.58295  0.6063  -6
2  2  2.63561  -6.08022  2.2736  8.04056  90.306  79.1107  7.58295  0.6063  -6
2  3  2.63177  -6.78457  3.4862  7.96894  90.2344  79.1107  7.58295  0.6063  -6
2  4  2.66696  -6.07692  4.6988  8.62533  90.8908  79.1107  7.58295  0.6063  -6
2  5  2.66312  -6.78128  5.9114  8.55371  90.8192  79.1107  7.58295  0.6063  -6
2  6  2.6983  -6.07363  7.124  9.2101  91.4756  79.1107  7.58295  0.6063  -6
2  7  2.69446  -6.77798  8.3366  9.13848  91.404  79.1107  7.58295  0.6063  -6
2  8  2.72964  -6.07033  9.5492  9.79487  92.0604  79.1107  7.58295  0.6063  -6
3  1  -3.95506  -11.5033  -16.9453  7.72141  136.9  121.719  -7.64836  0.93285  6
3  2  -4.01144  -10.4143  -15.0796  8.75212  137.931  121.719  -7.64836  0.93285  6
3  3  -4.00528  -11.498  -13.2139  8.63966  137.819  121.719  -7.64836  0.93285  6
3  4  -4.06166  -10.409  -11.3481  9.67037  138.849  121.719  -7.64836  0.93285  6
3  5  -4.05551  -11.4928  -9.48245  9.55791  138.737  121.719  -7.64836  0.93285  6
3  6  -4.11188  -10.4037  -7.61675  10.5886  139.768  121.719  -7.64836  0.93285  6
3  7  -4.10573  -11.4875  -5.75105  10.4762  139.655  121.719  -7.64836  0.93285  6
3  8  -4.16211  -10.3985  -3.88535  11.5069  140.686  121.719  -7.64836  0.93285  6
4  1  4.21763  -11.7333  3.11465  8.71036  145.512  128.902  7.64836  0.9879  -6
4  2  4.27733  -10.58  5.09045  9.80189  146.604  128.902  7.64836  0.9879  -6
4  3  4.27082  -11.7277  7.06625  9.68279  146.485  128.902  7.64836  0.9879  -6
4  4  4.33052  -10.5744  9.04205  10.7743  147.576  128.902  7.64836  0.9879  -6
4  5  4.324  -11.7221  11.0179  10.6552  147.457  128.902  7.64836  0.9879  -6
4  6  4.38371  -10.5689  12.9937  11.7468  148.549  128.902  7.64836  0.9879  -6
4  7  4.37719  -11.7165  14.9695  11.6277  148.43  128.902  7.64836  0.9879  -6
4  8  4.43689  -10.5633  16.9452  12.7192  149.521  128.902  7.64836  0.9879  -6
5  1  -5.62123  -16.7271  -19.73  17.3602  192.393  168.321  -7.58295  1.29  6
5  2  -5.69608  -15.2215  -17.15  18.7567  193.79  168.321  -7.58295  1.29  6
5  3  -5.68791  -16.7201  -14.57  18.6044  193.637  168.321  -7.58295  1.29  6
5  4  -5.76277  -15.2145  -11.99  20.0009  195.034  168.321  -7.58295  1.29  6
5  5  -5.7546  -16.7131  -9.41  19.8485  194.882  168.321  -7.58295  1.29  6
5  6  -5.82945  -15.2075  -6.83  21.2451  196.278  168.321  -7.58295  1.29  6
5  7  -5.82129  -16.7061  -4.25  21.0927  196.126  168.321  -7.58295  1.29  6
5  8  -5.89614  -15.2005  -1.67  22.4893  197.522  168.321  -7.58295  1.29  6
6  1  5.99531  -12.7775  0.83  20.2691  203.443  176.15  7.58295  1.35  -6
6  2  6.07365  -11.2019  3.53  21.7306  204.905  176.15  7.58295  1.35  -6
6  3  6.0651  -12.7702  6.23  21.5712  204.745  176.15  7.58295  1.35  -6
6  4  6.14344  -11.1945  8.93  23.0327  206.207  176.15  7.58295  1.35  -6
6  5  6.13489  -12.7629  11.63  22.8732  206.047  176.15  7.58295  1.35  -6
6  6  6.21323  -11.1872  14.33  24.3348  207.509  176.15  7.58295  1.35  -6
6  7  6.20468  -12.7555  17.03  24.1753  207.349  176.15  7.58295  1.35  -6
6  8  6.28302  -11.1799  19.73  25.6368  208.811  176.15  7.58295  1.35  -6
