1  1  -2.47478  -5.64297  -9.5492  6.87162  85.4736  75.5878  -7.58295  0.5793  6
1  2  -2.47111  -6.31596  -8.3906  6.80319  85.4051  75.5878  -7.58295  0.5793  6
1  3  -2.50472  -5.63983  -7.232  7.43035  86.0323  75.5878  -7.58295  0.5793  6
1  4  -2.50106  -6.31281  -6.0734  7.36192  85.9639  75.5878  -7.58295  0.5793  6
1  5  -2.53467  -5.63668  -4.9148  7.98908  86.591  75.5878  -7.58295  0.5793  6
1  6  -2.531  -6.30967  -3.7562  7.92065  86.5226  75.5878  -7.58295  0.5793  6
1  7  -2.56462  -5.63353  -2.5976  8.54781  87.1498  75.5878  -7.58295  0.5793  6
1  8  -2.56095  -6.30652  -1.439  8.47938  87.0813  75.5878  -7.58295  0.5793  6
2  1  2.60042  -6.04381  1.061  7.38414  89.6496  79.1107  7.58295  0.6063  -6
2  2  2.59659  -6.74816  2.2736  7.31252  89.578  79.1107  7.58295  0.6063  -6
2  3  2.63177  -6.04051  3.4862  7.96892  90.2344  79.1107  7.58295  0.6063  -6
2  4  2.62793  -6.74487  4.6988  7.89729  90.1627  79.1107  7.58295  0.6063  -6
2  5  2.66311  -6.03722  5.9114  8.55369  90.8191  79.1107  7.58295  0.6063  -6
2  6  2.65927  -6.74157  7.124  8.48207  90.7475  79.1107  7.58295  0.6063  -6
2  7  2.69445  -6.03392  8.3366  9.13846  91.4039  79.1107  7.58295  0.6063  -6
2  8  2.69061  -6.73828  9.5492  9.06684  91.3323  79.1107  7.58295  0.6063  -6
3  1  -3.95505  -10.2896  -16.9453  7.72139  136.9  121.719  -7.64836  0.93285  6
3  2  -3.9489  -11.3733  -15.0796  7.60892  136.788  121.719  -7.64836  0.93285  6
3  3  -4.00527  -10.2843  -13.2139  8.63963  137.818  121.719  -7.64836  0.93285  6
3  4  -3.99912  -11.368  -11.3482  8.52717  137.706  121.719  -7.64836  0.93285  6
3  5  -4.0555  -10.279  -9.48245  9.55788  138.737  121.719  -7.64836  0.93285  6
3  6  -4.04935  -11.3627  -7.61675  9.44542  138.624  121.719  -7.64836  0.93285  6
3  7  -4.10572  -10.2737  -5.75105  10.4761  139.655  121.719  -7.64836  0.93285  6
3  8  -4.09957  -11.3575  -3.88535  10.3637  139.542  121.719  -7.64836  0.93285  6
4  1  4.21762  -10.5195  3.11465  8.71033  145.512  128.902  7.64836  0.9879  -6
4  2  4.2111  -11.6672  5.09045  8.59123  145.393  128.902  7.64836  0.9879  -6
4  3  4.2708  -10.514  7.06625  9.68277  146.485  128.902  7.64836  0.9879  -6
4  4  4.26429  -11.6616  9.04205  9.56366  146.366  128.902  7.64836  0.9879  -6
4  5  4.32399  -10.5084  11.0178  10.6552  147.457  128.902  7.64836  0.9879  -6
4  6  4.31748  -11.6561  12.9936  10.5361  147.338  128.902  7.64836  0.9879  -6
4  7  4.37718  -10.5028  14.9694  11.6276  148.43  128.902  7.64836  0.9879  -6
4  8  4.37067  -11.6505  16.9453  11.5085  148.311  128.902  7.64836  0.9879  -6
5  1  -5.62121  -15.0704  -19.73  17.3601  192.393  168.321  -7.58295  1.29  6
5  2  -5.61304  -16.569  -17.15  17.2077  192.241  168.321  -7.58295  1.29  6
5  3  -5.6879  -15.0634  -14.57  18.6043  193.637  168.321  -7.58295  1.29  6
5  4  -5.67973  -16.562  -11.99  18.4519  193.485  168.321  -7.58295  1.29  6
5  5  -5.75459  -15.0564  -9.41  19.8485  194.881  168.321  -7.58295  1.29  6
5  6  -5.74642  -16.555  -6.83  19.6961  194.729  168.321  -7.58295  1.29  6
5  7  -5.82127  -15.0494  -4.25  21.0927  196.126  168.321  -7.58295  1.29  6
5  8  -5.8131  -16.548  -1.67  20.9403  195.973  168.321  -7.58295  1.29  6
6  1  5.9953  -11.1208  0.83  20.269  203.443  176.15  7.58295  1.35  -6
6  2  5.98675  -12.6891  3.53  20.1096  203.283  176.15  7.58295  1.35  -6
6  3  6.06509  -11.1135  6.23  21.5711  204.745  176.15  7.58295  1.35  -6
6  4  6.05654  -12.6818  8.93  21.4116  204.586  176.15  7.58295  1.35  -6
6  5  6.13488  -11.1061  11.63  22.8732  206.047  176.15  7.58295  1.35  -6
6  6  6.12633  -12.6744  14.33  22.7137  205.888  176.15  7.58295  1.35  -6
6  7  6.20466  -11.0988  17.03  24.1752  207.349  176.15  7.58295  1.35  -6
6  8  6.19612  -12.6671  19.73  24.0158  207.19  176.15  7.58295  1.35  -6
